?x	?label
<http://purl.obolibrary.org/obo/OHD_0010199>	"oral mucosal inflammation due to radiation or chemotherapy"
<http://purl.obolibrary.org/obo/OHD_0010200>	"oral mucosal pain due to radiation or chemotherapy"
<http://purl.obolibrary.org/obo/OHD_0010201>	"oral mucosal pain due to malignant lesion"
<http://purl.obolibrary.org/obo/OHD_0010202>	"salivary gland disorder"
<http://purl.obolibrary.org/obo/OHD_0010203>	"parotid disorder"
<http://purl.obolibrary.org/obo/OHD_0010204>	"parotitis"
<http://purl.obolibrary.org/obo/OHD_0010205>	"recurrent juvenile parotitis"
<http://purl.obolibrary.org/obo/OHD_0010206>	"salivary gland pain due to recurrent juvenile parotitis"
<http://purl.obolibrary.org/obo/OHD_0010207>	"jaw bone pain due to malignant lesion"
<http://purl.obolibrary.org/obo/OHD_0010208>	"local benign lesion"
<http://purl.obolibrary.org/obo/OHD_0010209>	"jaw bone pain due to local benign lesion"
<http://purl.obolibrary.org/obo/OHD_0010210>	"local malignancy"
<http://purl.obolibrary.org/obo/OHD_0010211>	"jaw bone pain due to local malignancy"
<http://purl.obolibrary.org/obo/OHD_0010212>	"remote malignancy"
<http://purl.obolibrary.org/obo/OHD_0010213>	"jaw bone pain due to remote malignancy"
<http://purl.obolibrary.org/obo/OHD_0010214>	"jaw bone pain due to therapy"
<http://purl.obolibrary.org/obo/OHD_0010215>	"primary myofascial orofacial pain"
<http://purl.obolibrary.org/obo/OHD_0010216>	"acute primary myofascial orofacial pain"
<http://purl.obolibrary.org/obo/OHD_0010217>	"chronic primary myofascial orofacial pain"
<http://purl.obolibrary.org/obo/OHD_0010218>	"chronic infrequent primary myofascial orofacial pain"
<http://purl.obolibrary.org/obo/OHD_0010219>	"chronic frequent primary myofascial orofacial pain"
<http://purl.obolibrary.org/obo/OHD_0010220>	"chronic frequent pain"
<http://purl.obolibrary.org/obo/OHD_0010221>	"chronic infrequent pain"
<http://purl.obolibrary.org/obo/OHD_0010222>	"chronic frequent pain with pain referral"
<http://purl.obolibrary.org/obo/OHD_0010223>	"chronic frequent pain without pain referral"
<http://purl.obolibrary.org/obo/OHD_0010224>	"chronic frequent primary myofascial orofacial pain without pain referral"
<http://purl.obolibrary.org/obo/OHD_0010225>	"chronic frequent primary myofascial orofacial pain with pain referral"
<http://purl.obolibrary.org/obo/OHD_0010226>	"chronic highly frequent pain"
<http://purl.obolibrary.org/obo/OHD_0010227>	"chronic highly frequent primary myofascial orofacial pain"
<http://purl.obolibrary.org/obo/OHD_0010228>	"chronic highly frequent primary myofascial orofacial pain without pain referral"
<http://purl.obolibrary.org/obo/OHD_0010229>	"chronic highly frequent pain without pain referral"
<http://purl.obolibrary.org/obo/OHD_0010230>	"chronic highly frequent pain with pain referral"
<http://purl.obolibrary.org/obo/OHD_0010231>	"chronic highly frequent primary myofascial orofacial pain with pain referral"
<http://purl.obolibrary.org/obo/OHD_0010232>	"secondary myofascial orofacial pain"
<http://purl.obolibrary.org/obo/OHD_0010233>	"myofascial orofacial pain attributed to tendonitis"
<http://purl.obolibrary.org/obo/OHD_0010234>	"myofascial orofacial pain attributed to myositis"
<http://purl.obolibrary.org/obo/OHD_0010235>	"myofascial orofacial pain attributed to muscle spasm"
<http://purl.obolibrary.org/obo/OHD_0010236>	"temporomandibular joint pain attributed to arthritis"
<http://purl.obolibrary.org/obo/OHD_0010237>	"temporomandibular joint pain attributed to non-systemic arthritis"
<http://purl.obolibrary.org/obo/OHD_0010238>	"temporomandibular joint pain attributed to systemic arthritis"
<http://purl.obolibrary.org/obo/OHD_0010239>	"temporomandibular joint pain attributed to disc displacement"
<http://purl.obolibrary.org/obo/OHD_0010240>	"temporomandibular joint pain attributed to disc displacement with reduction"
<http://purl.obolibrary.org/obo/OHD_0010241>	"temporomandibular joint pain attributed to disc displacement with reduction, with intermittent locking"
<http://purl.obolibrary.org/obo/OHD_0010242>	"temporomandibular joint pain attributed to disc displacement without reduction"
<http://purl.obolibrary.org/obo/OHD_0010243>	"temporomandibular joint pain due to degenerative joint disease"
<http://purl.obolibrary.org/obo/OHD_0010244>	"temporomandibular joint pain due to subluxation"
<http://purl.obolibrary.org/obo/OHD_0010245>	"idiopathic trigeminal neuralgia"
<http://purl.obolibrary.org/obo/OHD_0010246>	"trigeminal neuralgia due to multiple sclerosis"
<http://purl.obolibrary.org/obo/OHD_0010247>	"trigeminal neuralgia due to space-occupying lesion"
<http://purl.obolibrary.org/obo/OHD_0010248>	"concomitant continuous pain"
<http://purl.obolibrary.org/obo/OHD_0010249>	"classical trigeminal neuralgia with concomitant continuous pain"
<http://purl.obolibrary.org/obo/OHD_0010250>	"idiopathic trigeminal neuralgia with concomitant continuous pain"
<http://purl.obolibrary.org/obo/OHD_0010251>	"idiopathic pain"
<http://purl.obolibrary.org/obo/OHD_0010252>	"neuropathic pain"
<http://purl.obolibrary.org/obo/OHD_0010253>	"glossopharyngeal neuropathic pain"
<http://purl.obolibrary.org/obo/OHD_0010254>	"idiopathic glossopharyngeal neuropathic pain"
<http://purl.obolibrary.org/obo/OHD_0010255>	"orofacial pain with headache presentation"
<http://purl.obolibrary.org/obo/OHD_0010256>	"orofacial migraine"
<http://purl.obolibrary.org/obo/OHD_0010257>	"episodic orofacial migraine"
<http://purl.obolibrary.org/obo/OHD_0010258>	"chronic orofacial migraine"
<http://purl.obolibrary.org/obo/OHD_0010259>	"tension-type orofacial pain"
<http://purl.obolibrary.org/obo/OHD_0010260>	"trigeminal autonomic orofacial pain"
<http://purl.obolibrary.org/obo/OHD_0010261>	"orofacial cluster attacks"
<http://purl.obolibrary.org/obo/OHD_0010262>	"episodic orofacial cluster attacks"
<http://purl.obolibrary.org/obo/OHD_0010263>	"chronic orofacial cluster attacks"
<http://purl.obolibrary.org/obo/OHD_0010264>	"paroxysmal hemifacial pain"
<http://purl.obolibrary.org/obo/OHD_0010265>	"episodic paroxysmal hemifacial pain"
<http://purl.obolibrary.org/obo/OHD_0010266>	"episodic pain"
<http://purl.obolibrary.org/obo/OHD_0010267>	"chronic paroxysmal hemifacial pain"
<http://purl.obolibrary.org/obo/OHD_0010268>	"short-lasting unilateral neuralgiform facial pain attacks with cranial autonomic symptoms (SUNFA)"
<http://purl.obolibrary.org/obo/OHD_0010269>	"episodic SUNFA"
<http://purl.obolibrary.org/obo/OHD_0010270>	"chronic SUNFA"
<http://purl.obolibrary.org/obo/OHD_0010271>	"hemifacial continuous pain with autonomic symptoms"
<http://purl.obolibrary.org/obo/OHD_0010272>	"neurovascular orofacial pain"
<http://purl.obolibrary.org/obo/OHD_0010273>	"short-lasting neurovascular orofacial pain"
<http://purl.obolibrary.org/obo/OHD_0010274>	"long-lasting neurovascular orofacial pain"
<http://purl.obolibrary.org/obo/OHD_0010275>	"idiopathic orofacial pain"
<http://purl.obolibrary.org/obo/OHD_0010276>	"burning mouth syndrome (BMS)"
<http://purl.obolibrary.org/obo/OHD_0010277>	"burning mouth syndrome without somatosensory changes"
<http://purl.obolibrary.org/obo/OHD_0010278>	"burning mouth syndrome with somatosensory changes"
<http://purl.obolibrary.org/obo/OHD_0010279>	"probable burning mouth syndrome"
<http://purl.obolibrary.org/obo/OHD_0010280>	"persistent idiopathic facial pain (PIFP)"
<http://purl.obolibrary.org/obo/OHD_0010281>	"persistent idiopathic facial pain without somatosensory changes"
<http://purl.obolibrary.org/obo/OHD_0010282>	"persistent idiopathic facial pain with somatosensory changes"
<http://purl.obolibrary.org/obo/OHD_0010283>	"probable persistent idiopathic facial pain"
<http://purl.obolibrary.org/obo/OHD_0010284>	"persistent idiopathic dentoalveolar pain"
<http://purl.obolibrary.org/obo/OHD_0010285>	"persistent idiopathic dentoalveolar pain without somatosensory changes"
<http://purl.obolibrary.org/obo/OHD_0010286>	"persistent idiopathic dentoalveolar pain with somatosensory changes"
<http://purl.obolibrary.org/obo/OHD_0010287>	"probable persistent idiopathic dentoalveolar pain"
<http://purl.obolibrary.org/obo/OHD_0010288>	"constant unilateral facial pain with additional attacks (CUFPA)"
<http://purl.obolibrary.org/obo/OHD_0010289>	"inflammation"
<http://purl.obolibrary.org/obo/OHD_0010291>	"tendonitis"
<http://purl.obolibrary.org/obo/OHD_0010292>	"gingival pain due to autoimmunity"
<http://purl.obolibrary.org/obo/OHD_0010293>	"gingival pain attributed to hypersensitivity or allergic reaction"
<http://purl.obolibrary.org/obo/OHD_0010294>	"oral mucosal pain due to autoimmunity"
<http://purl.obolibrary.org/obo/OHD_0010295>	"oral mucosal pain due to hypersensitivity or allergic reaction"
<http://purl.obolibrary.org/obo/OHD_0010297>	"salivary gland pain due to immunologically mediated disorder"
<http://purl.obolibrary.org/obo/OHD_0010298>	"salivary gland pain due to obstructive cause"
<http://purl.obolibrary.org/obo/OHD_0010299>	"trigeminal neuropathic pain"
<http://purl.obolibrary.org/obo/OHD_0010300>	"trigeminal neuropathic pain attributed to herpes zoster"
<http://purl.obolibrary.org/obo/OHD_0010301>	"trigeminal postherpetic neuralgia"
<http://purl.obolibrary.org/obo/OHD_0010302>	"post-traumatic trigeminal neuropathic pain"
<http://purl.obolibrary.org/obo/OHD_0010303>	"probable post-traumatic trigeminal neuropathic pain"
<http://purl.obolibrary.org/obo/OHD_0010304>	"idiopathic trigeminal neuropathic pain"
<http://purl.obolibrary.org/obo/OHD_0010305>	"myositis"
<http://purl.obolibrary.org/obo/OHD_0010306>	"inflammatory arthritis"
<http://purl.obolibrary.org/obo/OHD_0010307>	"non-systemic inflammatory arthritis"
<http://purl.obolibrary.org/obo/OHD_0010308>	"systemic inflammatory arthritis"
<http://purl.obolibrary.org/obo/OHD_0010309>	"degenerative joint disease"
<http://purl.obolibrary.org/obo/OHMI_0000003>	"microbiome"
<http://purl.obolibrary.org/obo/RO_0002577>	"system"
<http://purl.obolibrary.org/obo/UBERON_0000042>	"serous membrane"
<http://purl.obolibrary.org/obo/UBERON_0000043>	"tendon"
<http://purl.obolibrary.org/obo/UBERON_0000060>	"anatomical wall"
<http://purl.obolibrary.org/obo/UBERON_0000061>	"anatomical structure"
<http://purl.obolibrary.org/obo/UBERON_0000062>	"organ"
<http://purl.obolibrary.org/obo/UBERON_0000064>	"organ part"
<http://purl.obolibrary.org/obo/UBERON_0000094>	"membrane organ"
<http://purl.obolibrary.org/obo/UBERON_0000165>	"mouth"
<http://purl.obolibrary.org/obo/UBERON_0000211>	"ligament"
<http://purl.obolibrary.org/obo/UBERON_0000344>	"mucosa"
<http://purl.obolibrary.org/obo/UBERON_0000463>	"organism substance"
<http://purl.obolibrary.org/obo/UBERON_0000464>	"anatomical space"
<http://purl.obolibrary.org/obo/UBERON_0000465>	"material anatomical entity"
<http://purl.obolibrary.org/obo/UBERON_0000466>	"immaterial anatomical entity"
<http://purl.obolibrary.org/obo/UBERON_0000479>	"tissue"
<http://purl.obolibrary.org/obo/UBERON_0000481>	"multi-tissue structure"
<http://purl.obolibrary.org/obo/UBERON_0000483>	"epithelium"
<http://purl.obolibrary.org/obo/UBERON_0000982>	"skeletal joint"
<http://purl.obolibrary.org/obo/UBERON_0001015>	"musculature"
<http://purl.obolibrary.org/obo/UBERON_0001044>	"saliva-secreting gland"
<http://purl.obolibrary.org/obo/UBERON_0001062>	"anatomical entity"
<http://purl.obolibrary.org/obo/UBERON_0001091>	"calcareous tooth"
<http://purl.obolibrary.org/obo/UBERON_0001134>	"skeletal muscle tissue"
<http://purl.obolibrary.org/obo/UBERON_0001474>	"bone element"
<http://purl.obolibrary.org/obo/UBERON_0001484>	"articular capsule"
<http://purl.obolibrary.org/obo/UBERON_0001630>	"muscle organ"
<http://purl.obolibrary.org/obo/UBERON_0001684>	"mandible"
<http://purl.obolibrary.org/obo/UBERON_0001708>	"jaw skeleton"
<http://purl.obolibrary.org/obo/UBERON_0001751>	"dentine"
<http://purl.obolibrary.org/obo/UBERON_0001754>	"dental pulp"
<http://purl.obolibrary.org/obo/UBERON_0001758>	"periodontium"
<http://purl.obolibrary.org/obo/UBERON_0001828>	"gingiva"
<http://purl.obolibrary.org/obo/UBERON_0002036>	"striated muscle tissue"
<http://purl.obolibrary.org/obo/UBERON_0002217>	"synovial joint"
<http://purl.obolibrary.org/obo/UBERON_0002365>	"exocrine gland"
<http://purl.obolibrary.org/obo/UBERON_0002384>	"connective tissue"
<http://purl.obolibrary.org/obo/UBERON_0002385>	"muscle tissue"
<http://purl.obolibrary.org/obo/UBERON_0002397>	"maxilla"
<http://purl.obolibrary.org/obo/UBERON_0002424>	"oral epithelium"
<http://purl.obolibrary.org/obo/UBERON_0002481>	"bone tissue"
<http://purl.obolibrary.org/obo/UBERON_0002514>	"intramembranous bone"
<http://purl.obolibrary.org/obo/UBERON_0002530>	"gland"
<http://purl.obolibrary.org/obo/UBERON_0002553>	"anatomical cavity"
<http://purl.obolibrary.org/obo/UBERON_0003277>	"skeleton of upper jaw"
<http://purl.obolibrary.org/obo/UBERON_0003278>	"skeleton of lower jaw"
<http://purl.obolibrary.org/obo/UBERON_0003350>	"epithelium of mucosa"
<http://purl.obolibrary.org/obo/UBERON_0003408>	"gland of digestive tract"
<http://purl.obolibrary.org/obo/UBERON_0003457>	"head bone"
<http://purl.obolibrary.org/obo/UBERON_0003462>	"facial bone"
<http://purl.obolibrary.org/obo/UBERON_0003672>	"dentition"
<http://purl.obolibrary.org/obo/UBERON_0003700>	"temporomandibular joint"
<http://purl.obolibrary.org/obo/UBERON_0003729>	"mouth mucosa"
<http://purl.obolibrary.org/obo/UBERON_0003913>	"tooth-like structure"
<http://purl.obolibrary.org/obo/UBERON_0003929>	"digestive tract epithelium"
<http://purl.obolibrary.org/obo/UBERON_0004103>	"alveolar ridge"
<http://purl.obolibrary.org/obo/UBERON_0004120>	"mesoderm-derived structure"
<http://purl.obolibrary.org/obo/UBERON_0004121>	"ectoderm-derived structure"
<http://purl.obolibrary.org/obo/UBERON_0004473>	"musculature of face"
<http://purl.obolibrary.org/obo/UBERON_0004527>	"alveolar process of maxilla"
<http://purl.obolibrary.org/obo/UBERON_0004528>	"alveolar ridge of mandible"
<http://purl.obolibrary.org/obo/UBERON_0004742>	"dentary"
<http://purl.obolibrary.org/obo/UBERON_0004755>	"skeletal tissue"
<http://purl.obolibrary.org/obo/UBERON_0004756>	"dermal skeletal element"
<http://purl.obolibrary.org/obo/UBERON_0004765>	"skeletal element"
<http://purl.obolibrary.org/obo/UBERON_0004768>	"bone of lower jaw"
<http://purl.obolibrary.org/obo/UBERON_0004905>	"articulation"
<http://purl.obolibrary.org/obo/UBERON_0004921>	"subdivision of digestive tract"
<http://purl.obolibrary.org/obo/UBERON_0004923>	"organ component layer"
<http://purl.obolibrary.org/obo/UBERON_0005090>	"muscle structure"
<http://purl.obolibrary.org/obo/UBERON_0005913>	"zone of bone organ"
<http://purl.obolibrary.org/obo/UBERON_0007616>	"layer of synovial tissue"
<http://purl.obolibrary.org/obo/UBERON_0007842>	"membrane bone"
<http://purl.obolibrary.org/obo/UBERON_0007845>	"regular connective tissue"
<http://purl.obolibrary.org/obo/UBERON_0007846>	"dense regular connective tissue"
<http://purl.obolibrary.org/obo/UBERON_0007914>	"bone of craniocervical region"
<http://purl.obolibrary.org/obo/UBERON_0008193>	"pneumatized bone"
<http://purl.obolibrary.org/obo/UBERON_0008229>	"craniocervical region musculature"
<http://purl.obolibrary.org/obo/UBERON_0008266>	"periodontal ligament"
<http://purl.obolibrary.org/obo/UBERON_0008846>	"skeletal ligament"
<http://purl.obolibrary.org/obo/UBERON_0008907>	"dermal bone"
<http://purl.obolibrary.org/obo/UBERON_0010000>	"multicellular anatomical structure"
<http://purl.obolibrary.org/obo/UBERON_0010047>	"oral gland"
<http://purl.obolibrary.org/obo/UBERON_0010313>	"neural crest-derived structure"
<http://purl.obolibrary.org/obo/UBERON_0010314>	"structure with developmental contribution from neural crest"
<http://purl.obolibrary.org/obo/UBERON_0010365>	"odontoid tissue"
<http://purl.obolibrary.org/obo/UBERON_0010912>	"subdivision of skeleton"
<http://purl.obolibrary.org/obo/UBERON_0011171>	"joint connecting upper and lower jaws"
<http://purl.obolibrary.org/obo/UBERON_0011216>	"organ system subdivision"
<http://purl.obolibrary.org/obo/UBERON_0011318>	"capsule of temporomandibular joint"
<http://purl.obolibrary.org/obo/UBERON_0011320>	"ligament of temporomandibular joint"
<http://purl.obolibrary.org/obo/UBERON_0011597>	"bone of upper jaw"
<http://purl.obolibrary.org/obo/UBERON_0011821>	"irregular connective tissue"
<http://purl.obolibrary.org/obo/UBERON_0011823>	"dense connective tissue"
<http://purl.obolibrary.org/obo/UBERON_0011825>	"loose connective tissue"
<http://purl.obolibrary.org/obo/UBERON_0012360>	"bone of jaw"
<http://purl.obolibrary.org/obo/UBERON_0013522>	"subdivision of tube"
<http://purl.obolibrary.org/obo/UBERON_0013765>	"digestive system element"
<http://purl.obolibrary.org/obo/UBERON_0014892>	"skeletal muscle organ, vertebrate"
<http://purl.obolibrary.org/obo/UBERON_0015212>	"lateral structure"
<http://purl.obolibrary.org/obo/UBERON_0018260>	"layer of muscle tissue"
<http://purl.obolibrary.org/obo/UBERON_0034921>	"multi organ part structure"
<http://purl.obolibrary.org/obo/UBERON_0034925>	"anatomical collection"
<http://purl.obolibrary.org/obo/UBERON_0034944>	"zone of organ"
<http://purl.obolibrary.org/obo/UBERON_4000013>	"mineralized skeletal tissue"
